species_id,sci_name,sci_name_space,main_common_name,order,family,genus,type_voucher,type_kind,type_locality,type_lat,type_lon,museum_abbreviation,museum_name,museum_location,museum_country,qc_reviewed,qc_review_notes,geocode_phase,geocode_query,type_lat_suggested,type_lon_suggested,coordinate_uncertainty_m,geocode_method,geocode_confidence,geocode_notes,review_status
1005828,Melogale_moschata,Melogale moschata,Small-toothed Ferret-badger,Carnivora,Mustelidae,Melogale,"BMNH:Mamm:207a, BMNH:Mamm:71b",holotype,S China.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,S China,44.395625,-69.571154,50000,nominatim,medium,"Nominatim query derived from type_locality for Melogale_moschata.; match=South China, China, Kennebec County, Maine, 04358, United States",proposed
1005829,Melogale_orientalis,Melogale orientalis,Javan Ferret-badger,Carnivora,Mustelidae,Melogale,,,Java.,nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1005830,Melogale_personata,Melogale personata,Large-toothed Ferret-badger,Carnivora,Mustelidae,Melogale,MNHN-ZM-MO-2001-315,holotype,Southern Burma.,nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Southern Burma, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melogale_personata.,no_estimate
1005831,Melogale_subaurantiaca,Melogale subaurantiaca,Formosan Ferret-badger,Carnivora,Mustelidae,Melogale,"BMNH:Mamm:1862.12.24.22, RMNH.MAM.39193",syntypes,Taiwan.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,Taiwan,23.973937,120.982018,50000,nominatim,medium,Nominatim query derived from type_locality for Melogale_subaurantiaca.; match=臺灣,proposed
1003204,Melomys_aerosus,Melomys aerosus,Dusky Seram Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1920.7.26.24,holotype,"""Mount Manusela [Pulau Seram, Indonesia]. 4000–6000' [= 1219–1829 m].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"1219–1829 m, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_aerosus.,no_estimate
1003205,Melomys_arcium,Melomys arcium,Rossel Island Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1889.6.3.2,holotype,"""Rossel I[sland]., d'Entrecasteaux Group [= Islands],"" Papua New Guinea.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Islands, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Melomys_arcium.; match=Orkney Islands, Alba / Scotland, United Kingdom; rejected=country_mismatch: expected one of [Indonesia, Papua, Papua New Guinea, Papua Niugini]",no_estimate
1003208,Melomys_burtoni,Melomys burtoni,Grassland Mosaic-tailed Rat,Rodentia,Muridae,Melomys,AM S.427,holotype,"near Derby, Western Australia, Australia.",nan,nan,AM,Australian Museum,"Sydney, Australia",Australia,,,nominatim,"near Derby, Western Australia, Australia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_burtoni.,no_estimate
1003209,Melomys_capensis,Melomys capensis,Cape York Mosaic-tailed Rat,Rodentia,Muridae,Melomys,AMNH M-154198,holotype,"""upper Nesbit River, Rocky Scrub (east of Coen) [Queensland, Australia], 1500 feet [= 457 m].""",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"457 m, United States of America",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Melomys_capensis.; match=457, Joel M Austin Road, Town of Cairo, Greene County, New York, 12470, United States; rejected=country_mismatch: expected one of [Australia, Tasmania]",no_estimate
1003210,Melomys_caurinus,Melomys caurinus,Short-tailed Talaud Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1921.2.9.2,holotype,"Pulau Karakelang, Kepulauan Talaud, Indonesia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Pulau Karakelang, Kepulauan Talaud, Indonesia",4.269493,126.813550,50000,nominatim,medium,"Nominatim query derived from type_locality for Melomys_caurinus.; match=Pulau Karakelang, Kabupaten Kepulauan Talaud, Sulawesi Utara, Sulawesi, 95885, Indonesia",proposed
1003211,Melomys_cervinipes,Melomys cervinipes,Fawn-footed Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1852.12.15.1,lectotype,"Stradbroke Island, Queensland, Australia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Stradbroke Island, Queensland, Australia",-27.564733,153.448738,50000,nominatim,medium,"Nominatim query derived from type_locality for Melomys_cervinipes.; match=North Stradbroke Island, Brisbane, Queensland, 4183, Australia",proposed
1003213,Melomys_dollmani,Melomys dollmani,Dollman's Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1935.12.20.3,holotype,"Kratke Mounatins, 1200–1500 m, Eastern Highlands Province, Papua New Guinea.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Kratke Mounatins, 1200–1500 m, Eastern Highlands Province, Papua New Guinea, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_dollmani.,no_estimate
1003214,Melomys_fraterculus,Melomys fraterculus,Manusela Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1920.7.26.26,holotype,"""Mt. Manusela [Seram Island, Indonesia]. 6000' [= 1829 m].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"1829 m, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Melomys_fraterculus.; match=M, JLR Gaydon Vehicle Proving Ground, Gaydon, Stratford-on-Avon, Warwickshire, England, CV35 0BB, United Kingdom; rejected=country_mismatch: expected one of [Indonesia, Java]",no_estimate
1003215,Melomys_frigicola,Melomys frigicola,Snow Mountains Grassland Mosaic-tailed Rat,Rodentia,Muridae,Melomys,AMNH M-151201,holotype,"""Bele River, 18 kilometers north of Lake Habbema, near Mt. Wilhelmina, Netherlands New Guinea [= Papua, Indonesia], 2200 meters.""",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"Papua, Indonesia, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_frigicola.,no_estimate
1003216,Melomys_fulgens,Melomys fulgens,Seram Long-tailed Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1920.7.26.20,holotype,"""Teluti Bay [Seram Island, Indonesia]. Sea-level.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Teluti Bay [Seram Island, Indonesia], United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_fulgens.,no_estimate
1003218,Melomys_leucogaster,Melomys leucogaster,White-bellied Mosaic-tailed Rat,Rodentia,Muridae,Melomys,RMNH.MAM.25493,lectotype,"Alkmaar, 300 m, Lorentz River, southern Province of Papua, Indonesia.",nan,nan,RMNH,Naturalis Biodiversity Center,"Leiden, The Netherlands",The Netherlands,,,nominatim,"Alkmaar, The Netherlands",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Melomys_leucogaster.; match=Alkmaar, Noord-Holland, Nederland; rejected=country_mismatch: expected one of [Indonesia, Java]",no_estimate
1003219,Melomys_lutillus,Melomys lutillus,Papua Grassland Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1905.11.28.20,holotype,"""Owgarra, Angabunga R[iver]., S.E. British New Guinea [= Papua New Guinea].""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Papua New Guinea, Indonesia",-2.608145,141.001590,50000,nominatim,medium,"Nominatim query derived from type_locality for Melomys_lutillus.; match=Vanimo - Indonesia Border Road, Wutung, Vanimo-Green River District, Sandaun, Momase Region, Papua Niugini",proposed
1003221,Melomys_obiensis,Melomys obiensis,Obi Island Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1903.4.10.1,holotype,"""Obi Island,"" Mollucas, Indonesia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Obi Island,"" Mollucas, Indonesia, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_obiensis.,no_estimate
1003224,Melomys_rufescens,Melomys rufescens,Black-tailed Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1877.7.18.27,lectotype,"""Duke-of-York Island, New Britain, and New Ireland.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Duke-of-York Island, New Britain, and New Ireland, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_rufescens.,no_estimate
1003225,Melomys_spechti,Melomys spechti,Buka Island Mosaic-tailed Rat,Rodentia,Muridae,Melomys,AM F.78234,holotype,"Kilu Rockshelter, Buka I, Solomon Is.",nan,nan,AM,Australian Museum,"Sydney, Australia",Australia,,,nominatim,"Kilu Rockshelter, Buka I, Solomon Is, Australia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melomys_spechti.,no_estimate
1003226,Melomys_talaudium,Melomys talaudium,Long-tailed Talaud Mosaic-tailed Rat,Rodentia,Muridae,Melomys,BMNH:Mamm:1921.2.9.3,holotype,"Lirung, Pulau Salebabu, Kepulauan Talaud, Indonesia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Lirung, Pulau Salebabu, Kepulauan Talaud, Indonesia",3.937600,126.694697,50000,nominatim,medium,"Nominatim query derived from type_locality for Melomys_talaudium.; match=Lirung, Kabupaten Kepulauan Talaud, Sulawesi Utara, Sulawesi, Indonesia",proposed
1004431,Melonycteris_melanops,Melonycteris melanops,Black-bellied Blossom Bat,Chiroptera,Pteropodidae,Melonycteris,BMNH:Mamm:1877.7.18.10,holotype,"""Duke-of-York Island and the adjacent coasts of New Ireland and New Britain."" Restricted by K. Andersen in 1912 to ""New Ireland.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Duke-of-York Island and the adjacent coasts of New Ireland and New Britain, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Melonycteris_melanops.,no_estimate
1005933,Melursus_ursinus,Melursus ursinus,Sloth Bear,Carnivora,Ursidae,Melursus,untraced (number not known),holotype,"Bihar (earlier Bengal), India.",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1001565,Menetes_berdmorei,Menetes berdmorei,Indochinese Ground Squirrel,Rodentia,Sciuridae,Menetes,lost (number not known),holotype,"""Thougyeen district"" (Tenasserim, Myanmar).",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:LOST,skipped
1005807,Mephitis_macroura,Mephitis macroura,Hooded Skunk,Carnivora,Mephitidae,Mephitis,,,"""nordwestlich von der Stadt Mexico."" Restricted to ""San Mateo del Mar, Oaxaca,"" Mexico by Gardner and Ramírez-Pulido (2020).",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1005808,Mephitis_mephitis,Mephitis mephitis,Striped Skunk,Carnivora,Mephitidae,Mephitis,untraced (number not known),nonexistent,eastern Canada [Province of Quebec].,nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:UNTRACED,skipped
1002953,Meriones_arimalius,Meriones arimalius,Arabian Jird,Rodentia,Muridae,Meriones,BMNH:Mamm:1924.8.2.5,holotype,"Djebel Agoula, Yabrin (= Jabrin), Saudi Arabia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Djebel Agoula, Yabrin (= Jabrin), Saudi Arabia, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_arimalius.,no_estimate
1002955,Meriones_crassus,Meriones crassus,Sundevall's Jird,Rodentia,Muridae,Meriones,,,"Fount of Moses (Aïn Moses), Sinaï, Egypt.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1006908,Meriones_dahli,Meriones dahli,Dahl's Jird,Rodentia,Muridae,Meriones,Yerevan 5504-8,holotype,"foothills of Vardanis (Saraibulak) Ridge, Sadarak steppe, Armenia.",nan,nan,,,,,,,nominatim,"foothills of Vardanis (Saraibulak) Ridge, Sadarak steppe, Armenia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_dahli.,no_estimate
1002957,Meriones_grandis,Meriones grandis,Moroccan Jird,Rodentia,Muridae,Meriones,MNCN 1704,holotype,"Marrakesh, Morocco.",nan,nan,MNCN,Museo Nacional de Ciencias Naturales,"Madrid, Spain",Spain,,,nominatim,"Marrakesh, Morocco, Spain",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_grandis.,no_estimate
1002958,Meriones_hurrianae,Meriones hurrianae,Indian Desert Jird,Rodentia,Muridae,Meriones,BMNH:Mamm:1867.2.4.1,lectotype,"Hurriana (= Haryana) district, India.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Hurriana (= Haryana) district, India, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_hurrianae.,no_estimate
1002959,Meriones_libycus,Meriones libycus,Libyan Jird,Rodentia,Muridae,Meriones,,,"""deserto libyco [= Libian desert].""",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1002960,Meriones_meridianus,Meriones meridianus,Central Midday Jird,Rodentia,Muridae,Meriones,ZMMU S-5671,neotype,"type locality unknown. Restricted by V. G. Heptner in 1936 to Dosang, Astrakhanskaya Oblast, south-eatern Russia.",nan,nan,ZMMU,Zoological Museum of the Moscow State University,"Moscow, Russia",Russia,,,nominatim,"type locality unknown, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_meridianus.,no_estimate
1002961,Meriones_penicilliger,Meriones penicilliger,Western Midday Jird,Rodentia,Muridae,Meriones,ZMMU S-5748,holotype,"Karakum Desert, Kzyl-Ordinskaya, Kazakhstan.",nan,nan,ZMMU,Zoological Museum of the Moscow State University,"Moscow, Russia",Russia,,,nominatim,"Karakum Desert, Kzyl-Ordinskaya, Kazakhstan, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_penicilliger.,no_estimate
1002962,Meriones_persicus,Meriones persicus,Persian Jird,Rodentia,Muridae,Meriones,ZSI 3058,holotype,"""in Persia [= Iran].""",nan,nan,ZSI,Zoological Survey of India collections at the Indian Museum,"Calcutta, India",India,,,nominatim,"Iran, India",35.727960,51.425404,50000,nominatim,medium,"Nominatim query derived from type_locality for Meriones_persicus.; match=سفارت هندوستان, 22, میرعماد, عباس آباد - اندیشه, ناحیه ۴, منطقه ۷ شهر تهران, شهرداری منطقه شش ناحیه یک, شهر تهران, بخش مرکزی شهرستان تهران, شهرستان تهران, استان تهران, 15878-14519, ایران",proposed
1002963,Meriones_psammophilus,Meriones psammophilus,Eastern Midday Jird,Rodentia,Muridae,Meriones,"BMNH:Mamm:1867.12.2.8, MNHN-ZM-MO-1867-138 (= MNHN:type:374a) (= MNHN ""833""), MNHN-ZM-MO-1867-140 (= MNHN:type:374) (= MNHN ""831""), MNHN-ZM-MO-1867-142 (= MNHN:type:374b) (= MNHN ""830"")",syntypes,Mongolia.,nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Mongolia, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Meriones_psammophilus.; match=Embassy of Mongolia, 7, Kensington Court, South Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 5NX, United Kingdom; rejected=diplomatic_mission_match",no_estimate
1002964,Meriones_rex,Meriones rex,King Jird,Rodentia,Muridae,Meriones,BMNH:Mamm:1894.6.1.30,holotype,"""Lahej,"" near Aden, Yemen.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Lahej,"" near Aden, Yemen, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_rex.,no_estimate
1002965,Meriones_sacramenti,Meriones sacramenti,Buxton's Jird,Rodentia,Muridae,Meriones,BMNH:Mamm:1922.10.4.1,holotype,"""Southern Palestine [= Israel]. 10 miles [= 16 km] south of Beer-sheba.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Israel, United Kingdom",,,,nominatim_rejected,none,"Nominatim query derived from type_locality for Meriones_sacramenti.; match=Embassy of Israel, 2, Palace Green, South Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 4QB, United Kingdom; rejected=diplomatic_mission_match",no_estimate
1002966,Meriones_shawii,Meriones shawii,Shaw's Jird,Rodentia,Muridae,Meriones,,,"Oran, Algeria.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1002967,Meriones_tamariscinus,Meriones tamariscinus,Tamarisk Jird,Rodentia,Muridae,Meriones,,,"Saraitschikowki (= Saraichik), Kazakhstan.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1002968,Meriones_tristrami,Meriones tristrami,Tristram's Jird,Rodentia,Muridae,Meriones,BMNH:Mamm:1864.8.17.35,holotype,"Dead Sea region, Israel.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Dead Sea region, Israel, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_tristrami.,no_estimate
1002969,Meriones_unguiculatus,Meriones unguiculatus,Mongolian Jird,Rodentia,Muridae,Meriones,"MNHN-ZM-MO-1867-135 (= MNHN:type:375) (= MNHN ""829""), MNHN-ZM-MO-1867-137 (= MNHN:type:375a) (= MNHN ""828"")",syntypes,"Eul-che-san hao (= Ershi san hao), 16 km north-east of Tschang-Kur, northern Shanxi, China.",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Eul-che-san hao (= Ershi san hao), 16 km north-east of Tschang-Kur, northern Shanxi, China, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_unguiculatus.,no_estimate
1002970,Meriones_vinogradovi,Meriones vinogradovi,Vinogradov's Jird,Rodentia,Muridae,Meriones,ZMMU S-5481,holotype,"Tabriz, Azerbaidjan, Iran.",nan,nan,ZMMU,Zoological Museum of the Moscow State University,"Moscow, Russia",Russia,,,nominatim,"Tabriz, Azerbaidjan, Iran, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_vinogradovi.,no_estimate
1002971,Meriones_zarudnyi,Meriones zarudnyi,Zarudny's Jird,Rodentia,Muridae,Meriones,ZIN S. 43040,holotype,"Kushka, Turkmenistan.",nan,nan,ZIN,"Zoological Institute, Russian Academy of Sciences","Saint Petersburg, Russia",Russia,,,nominatim,"Kushka, Turkmenistan, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Meriones_zarudnyi.,no_estimate
1003816,Mesechinus_miodon,Mesechinus miodon,Small-toothed Forest Hedgehog,Eulipotyphla,Erinaceidae,Mesechinus,BMNH:Mamm:1909.1.1.9,holotype,"""Yu-lin-fu [= Yulin], Shen-si [= Shaanxi], 4000' [= 1219 m],"" China.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Yulin, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesechinus_miodon.,no_estimate
1003227,Mesembriomys_gouldii,Mesembriomys gouldii,Black-footed Tree Rat,Rodentia,Muridae,Mesembriomys,BMNH:Mamm:1842.5.26.18,holotype,"Port Essington, Northern Territory, Australia.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Port Essington, Northern Territory, Australia",-11.232920,132.149890,50000,nominatim,medium,"Nominatim query derived from type_locality for Mesembriomys_gouldii.; match=Port Essington, Cobourg, Northern Territory, 0822, Australia",proposed
1003228,Mesembriomys_macrurus,Mesembriomys macrurus,Golden-backed Tree Rat,Rodentia,Muridae,Mesembriomys,,holotype,"Mermaid Strait, Western Australia, Australia.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001383,Mesocapromys_melanurus,Mesocapromys melanurus,Black-tailed Hutia,Rodentia,Echimyidae,Mesocapromys,,,"""Manzanillo,"" Granma Province, Cuba.",nan,nan,,,,,,,skipped,,,,,skipped,none,missing_type_voucher,skipped
1001384,Mesocapromys_nana,Mesocapromys nana,Dwarf Hutia,Rodentia,Echimyidae,Mesocapromys,MCZ:Mamm:BOM-9864,holotype,"""Sierra de Hato Nuevo, Province of Matanzas, Cuba.""",nan,nan,MCZ,The Louis Agassiz Museum of Comparative Zoology,"Cambridge, United States of America",United States of America,,,nominatim,"Sierra de Hato Nuevo, Province of Matanzas, Cuba, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesocapromys_nana.,no_estimate
1002208,Mesocricetus_auratus,Mesocricetus auratus,Syrian Golden Hamster,Rodentia,Cricetidae,Mesocricetus,BMNH:Mamm:1855.12.24.120,holotype,"Aleppo, Syria.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Aleppo, Syria, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesocricetus_auratus.,no_estimate
1002209,Mesocricetus_brandti,Mesocricetus brandti,Brandt's Golden Hamster,Rodentia,Cricetidae,Mesocricetus,ZIN 195,lectotype,"near Tbilisi, Georgia.",nan,nan,ZIN,"Zoological Institute, Russian Academy of Sciences","Saint Petersburg, Russia",Russia,,,nominatim,"near Tbilisi, Georgia, Russia",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesocricetus_brandti.,no_estimate
1002210,Mesocricetus_newtoni,Mesocricetus newtoni,Romanian Golden Hamster,Rodentia,Cricetidae,Mesocricetus,LHB (number not known),holotype,"""Schumla [= Shumen] in Ostbulgarien [= eastern Bulgaria].""",nan,nan,LHB,Zoological Collection of the Royal Agricultural University of Berlin,"Berlin, Germany",Germany,,,skipped,,,,,skipped,none,voucher_number_unknown,skipped
1002211,Mesocricetus_raddei,Mesocricetus raddei,Radde's Golden Hamster,Rodentia,Cricetidae,Mesocricetus,ZMB 45420,holotype,"Samur River, Dagestan, N Caucasus, Russia.",nan,nan,ZMB,Museum für Naturkunde,"Berlin, Germany",Germany,,,nominatim,"Samur River, Dagestan, N Caucasus, Russia, Germany",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesocricetus_raddei.,no_estimate
1001416,Mesomys_hispidus,Mesomys hispidus,Ferreira's Spiny Tree-rat,Rodentia,Echimyidae,Mesomys,"MNHN-ZM-MO-1998-2075 (= MNHN:type:407) (= MNHN-ZM-AC-A7668) (= MNHN ""1806"")",holotype,"""Amérique méridionale."" Restricted by G. H. H. Tate in 1939 to ""Borba, Rio Madeira, Brazil.""",nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"Amérique méridionale, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesomys_hispidus.,no_estimate
1001417,Mesomys_leniceps,Mesomys leniceps,Long-haired Spiny Tree-rat,Rodentia,Echimyidae,Mesomys,BMNH:Mamm:1926.8.6.61,holotype,"""Yambrashbamba, Amazonas, 1830 m,"" Peru.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Yambrashbamba, Amazonas, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesomys_leniceps.,no_estimate
1001419,Mesomys_stimulax,Mesomys stimulax,Para Spiny Tree-rat,Rodentia,Echimyidae,Mesomys,BMNH:Mamm:1911.4.28.29,holotype,"""Cameta, Lower Tocantins,"" Pará, Brazil.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Cameta, Lower Tocantins,"" Pará, Brazil, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesomys_stimulax.,no_estimate
1006469,Mesoplodon_bidens,Mesoplodon bidens,Sowerby's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,OUM ZC.06998,holotype,"UK, Scotland, ""stranded on the estate of James Brodie, Esq. F. L. S., in the county of Elgin.""",nan,nan,OUM,Oxford University Museum of Natural History,"Oxford, United Kingdom",United Kingdom,,,nominatim,"UK, Scotland, ""stranded on the estate of James Brodie, Esq, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesoplodon_bidens.,no_estimate
1006470,Mesoplodon_bowdoini,Mesoplodon bowdoini,Andrews's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,AMNH M-35027,holotype,"""collected at New Brighton Beach, Canterbury Province, New Zealand.""",nan,nan,AMNH,American Museum of Natural History,"New York, United States of America",United States of America,,,nominatim,"collected at New Brighton Beach, Canterbury Province, New Zealand, United States of America",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesoplodon_bowdoini.,no_estimate
1006472,Mesoplodon_densirostris,Mesoplodon densirostris,Blainville's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,MNHN-ZM-AC-A3552,holotype,type locality unknown.,nan,nan,MNHN,Museum National d'Histoire Naturelle,"Paris, France",France,,,nominatim,"type locality unknown, France",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesoplodon_densirostris.,no_estimate
1006473,Mesoplodon_europaeus,Mesoplodon europaeus,Gervais's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,lost (number not known),holotype,"English Channel, ""qui provient d'un individu harponné dans la Manche.""",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:LOST,skipped
1006474,Mesoplodon_ginkgodens,Mesoplodon ginkgodens,Ginkgo-toothed Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,NSMT 08744,holotype,"Japan, ""Oiso Beach, Sagami Bay, near Tokyo.""",nan,nan,NSMT,National Museum of Nature and Science,"Tokyo, Japan",Japan,,,nominatim,"Japan, ""Oiso Beach, Sagami Bay, near Tokyo",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesoplodon_ginkgodens.,no_estimate
1006475,Mesoplodon_grayi,Mesoplodon grayi,Gray's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,lost (number not known),syntypes,"New Zealand, ""the Chatham Islands…from specimens stranded…on the Waitangi beach of the main island of that group.""",nan,nan,,,,,,,skipped,,,,,skipped,none,non_geocodeable_voucher_prefix:LOST,skipped
1006476,Mesoplodon_hectori,Mesoplodon hectori,Hector's Beaked Whale,Artiodactyla,Ziphiidae,Mesoplodon,BMNH:Mamm:1876.2.16.3 (= BMNH:Mamm:1677b),holotype,"New Zealand, Wellington, ""killed in Tatai [sic] Bay [= Titai Bay], Cook's Straits.""",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"Titai Bay, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesoplodon_hectori.,no_estimate
1006478,Mesoplodon_layardii,Mesoplodon layardii,Strap-toothed Whale,Artiodactyla,Ziphiidae,Mesoplodon,BMNH:Mamm:1869.4.5.2,holotype,"type locality not given, probably South Africa.",nan,nan,BMNH,"Natural History Museum, London","London, United Kingdom",United Kingdom,,,nominatim,"type locality not given, probably South Africa, United Kingdom",,,,nominatim_no_match,none,Nominatim query derived from type_locality for Mesoplodon_layardii.,no_estimate
