priority,review_category,likely_action,prefix_species_count,species_id,sci_name,main_common_name,order,family,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006010,Otocolobus_manul,Pallas's Cat,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"S of Lake Baikal, Russia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006169,Ourebia_ourebi,Oribi,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape of Good Hope.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006202,Ovibos_moschatus,Muskox,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Canada (Manitoba, between Seal and Churchill rivers).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000720,Pan_troglodytes,Chimpanzee,Primates,Hominidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Angola.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006020,Panthera_leo,Lion,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Morocco, North Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006021,Panthera_onca,Jaguar,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Pernambuco, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006022,Panthera_pardus,Leopard,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Egypt.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006023,Panthera_tigris,Tiger,Carnivora,Felidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Bengal, India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006024,Panthera_uncia,Snow Leopard,Carnivora,Felidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Kopet-Dagh Mountains, near Iran.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000629,Papio_cynocephalus,Yellow Baboon,Primates,Cercopithecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Africa. Restricted by J. A. Allen in 1925 to ""Kenya, inland from Mombasa.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000630,Papio_hamadryas,Hamadryas Baboon,Primates,Cercopithecidae,holotype,untraced (number not known),UNTRACED,UNTRACED,Egypt.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000633,Papio_ursinus,Chacma Baboon,Primates,Cercopithecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"South Africa, Western Cape Province, Cape of Good Hope.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006100,Paradoxurus_hermaphroditus,Northern Palm Civet,Carnivora,Viverridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,type locality unknown.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006104,Paradoxurus_zeylonensis,Golden Palm Civet,Carnivora,Viverridae,holotype,untraced (number not known),UNTRACED,UNTRACED,Sri Lanka.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006297,Passalites_nemorivagus,Northern Brown Brocket,Artiodactyla,Cervidae,syntypes,untraced (number not known),UNTRACED,UNTRACED,Cayenne (French Guiana).,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005825,Pekania_pennanti,Fisher,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Eastern Canada.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006250,Pelea_capreolus,Rhebok,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape Colony.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000351,Petauroides_volans,Southern Greater Glider,Diprotodontia,Pseudocheiridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""New South Wales,"" Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000342,Petaurus_australis,Yellow-bellied Glider,Diprotodontia,Petauridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Sydney, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000346,Petaurus_norfolcensis,Squirrel Glider,Diprotodontia,Petauridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Sydney, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000303,Petrogale_penicillata,Brush-tailed Rock Wallaby,Diprotodontia,Macropodidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Sydney, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006365,Phacochoerus_aethiopicus,Desert Warthog,Artiodactyla,Suidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Promontoria Bona Spei advectus,"" between Kaffraria and Great Namaqualand (South Africa, Eastern Cape Province), two hundred leagues from the Cape of Good Hope.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006366,Phacochoerus_africanus,Common Warthog,Artiodactyla,Suidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Habitat in Africa a capite viridi as caput bonae spei""; restricted to Senegal, ""Cape Verd [Verde].""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000387,Phalanger_orientalis,Northern Common Cuscus,Diprotodontia,Phalangeridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Amboyna"" (= Ambon Island, Moluccas, Indonesia).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000404,Phascolarctos_cinereus,Koala,Diprotodontia,Phascolarctidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005798,Phataginus_tetradactylus,Black-bellied Pangolin,Pholidota,Manidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,West Africa.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006230,Philantomba_monticola,Blue Duiker,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape Colony.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004982,Phyllostomus_hastatus,Greater Spear-nosed Bat,Chiroptera,Phyllostomidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"‘‘Amérique,'' Restricted by J. A. Allen in 1904 to Suriname.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005663,Plecotus_austriacus,Gray Long-eared Bat,Chiroptera,Vespertilionidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Vienna, Austria.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006012,Prionailurus_bengalensis,Mainland Leopard Cat,Carnivora,Felidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Bengal, India.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005891,Procyon_cancrivorus,Crab-eating Raccoon,Carnivora,Procyonidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000987,Propithecus_edwardsi,Milne-Edwards's Sifaka,Primates,Indriidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Madagascar, west of Mananjary.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006074,Proteles_cristatus,Southern Aardwolf,Carnivora,Hyaenidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Eastern Cape Province, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004481,Pteropus_niger,Greater Mascarene Flying Fox,Chiroptera,Pteropodidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"La Réunion Island, Mascarene Islands (France).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004485,Pteropus_pelagicus,Chuuk Flying Fox,Chiroptera,Pteropodidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"Lukunor Atoll, Mortlock Islands, Chuuk State, Federate States of Micronesia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004496,Pteropus_rufus,Malagasy Flying Fox,Chiroptera,Pteropodidae,holotype,untraced (number not known),UNTRACED,UNTRACED,Madagascar. Restricted by K. Andersen in 1908 to North and Central Madagascar.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004501,Pteropus_subniger,Lesser Mascarene Flying Fox,Chiroptera,Pteropodidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Réunion I, Mascarene Is, France.",,True,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004508,Pteropus_vetulus,New Caledonia Flying Fox,Chiroptera,Pteropodidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"New Caledonia, France.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006306,Rangifer_tarandus,Caribou,Artiodactyla,Cervidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Lapland, Sweden.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1003635,Rattus_losea,Losea Rat,Rodentia,Muridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Formosa [= Taiwan].""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006251,Redunca_arundinum,Southern Reedbuck,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Cape Colony.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006253,Redunca_redunca,Bohor Reedbuck,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Senegal, Goree Island.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004684,Rhinolophus_ferrumequinum,Greater Horseshoe Bat,Chiroptera,Rhinolophidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,France.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004693,Rhinolophus_hipposideros,Lesser Horseshoe Bat,Chiroptera,Rhinolophidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Germany.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004749,Rhinolophus_subbadius,Little Nepalese Horseshoe Bat,Chiroptera,Rhinolophidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"""Nepal.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006325,Rusa_unicolor,Sambar,Artiodactyla,Cervidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sri Lanka.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006176,Saiga_tatarica,Saiga,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Ural steppes of Russia.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000843,Sapajus_apella,Brown Capuchin,Primates,Cebidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"""America."" Restricted by É. Geoffroy Saint-Hilaire in 1812 to ""Cayenne, French Guiana.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000847,Sapajus_nigritus,Black-horned Capuchin,Primates,Cebidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Serra dos Orgãos, Rio de Janeiro, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000848,Sapajus_robustus,Crested Capuchin,Primates,Cebidae,syntypes,untraced (number not known),UNTRACED,UNTRACED,"Morro da Arara, north of the Rio Mucuri, Minas Gerais, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004302,Scalopus_aquaticus,Eastern Mole,Eulipotyphla,Talpidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""America."" Restricted by H. H. T. Jackson in 1915 to ""Philadelphia, Pennsylvania,"" USA.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000694,Semnopithecus_vetulus,Purple-faced Langur,Primates,Cercopithecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Ceylon (= Sri Lanka).,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000518,Setifer_setosus,Greater Hedgehog Tenrec,Afrosoricida,Tenrecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Madagascar.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004218,Sorex_arcticus,Arctic Shrew,Eulipotyphla,Soricidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Hudson Bay"" Ontario, Canada.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1004228,Sorex_cinereus,Masked Shrew,Eulipotyphla,Soricidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Fort Severn, Ontario, Canada.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001782,Spermophilus_suslicus,Speckled Ground Squirrel,Rodentia,Sciuridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""in campis vastissimus tanaicensibus precipue urbes et Tambov,"" Voronezh area, Voronezh Oblast, Russia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005490,Submyotodon_latirostris,Taiwan Broad-muzzled Bat,Chiroptera,Vespertilionidae,holotype,untraced (number not known),UNTRACED,UNTRACED,central Taiwan.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006070,Suricata_suricatta,Meerkat,Carnivora,Herpestidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cape of Good Hope, South Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006374,Sus_domesticus,Domestic Pig,Artiodactyla,Suidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,type locality not given.,,False,True
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000002,Tachyglossus_aculeatus,Short-beaked Echidna,Monotremata,Tachyglossidae,syntypes,untraced (number not known),UNTRACED,UNTRACED," “New Holland [= Sydney]”, New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006381,Tayassu_pecari,White-lipped Peccary,Artiodactyla,Tayassuidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Cayenne, French Guiana.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000519,Tenrec_ecaudatus,Tailless Tenrec,Afrosoricida,Tenrecidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Madagascar.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000220,Thylacinus_cynocephalus,Thylacine,Dasyuromorphia,Thylacinidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Tasmania, Australia.",,True,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006280,Tragelaphus_oryx,Common Eland,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,S Africa.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006281,Tragelaphus_scriptus,Northern Bushbuck,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Senegal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006283,Tragelaphus_strepsiceros,Greater Kudu,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Prom. B. Spei"" (Cape of Good Hope). Restricted by Grubb in 1999 to South Africa, southeastern Cape Province (eastern part of Western Cape Province).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006284,Tragelaphus_sylvaticus,Southern Bushbuck,Artiodactyla,Bovidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Groot Vatersbosch District, southern Cape, Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1006355,Tragulus_javanicus,Javan Chevrotain,Artiodactyla,Tragulidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"Udjung Kulon Peninsula, Java, Indonesia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000532,Trichechus_manatus,West Indian Manatee,Sirenia,Trichechidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Mari Americano."" Restricted by Thomas in 1911 to West Indies.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000533,Trichechus_senegalensis,West African Manatee,Sirenia,Trichechidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Senegal.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000402,Trichosurus_vulpecula,Common Brush-tailed Possum,Diprotodontia,Phalangeridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Botany Bay [= Sydney],"" New South Wales, Australia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000546,Tupaia_glis,Common Treeshrew,Scandentia,Tupaiidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,"""Penang [Island],"" Malaysia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005965,Urocyon_cinereoargenteus,Northern Gray Fox,Carnivora,Canidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,eastern North America.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005934,Ursus_americanus,American Black Bear,Carnivora,Ursidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,eastern North America.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005936,Ursus_maritimus,Polar Bear,Carnivora,Ursidae,syntypes,untraced (number not known),UNTRACED,UNTRACED,"Spitsbergen, (Svalbard) Norway.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1001011,Varecia_variegata,Black-and-white Ruffed Lemur,Primates,Lemuridae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Madagascar.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000407,Vombatus_ursinus,Common Wombat,Diprotodontia,Vombatidae,holotype,untraced (number not known),UNTRACED,UNTRACED,"""New Holland [= Australia].""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005838,Vormela_peregusna,Marbled Polecat,Carnivora,Mustelidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Russia.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005970,Vulpes_corsac,Corsac Fox,Carnivora,Canidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,northern Kazakhstan.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1005978,Vulpes_zerda,Fennec Fox,Carnivora,Canidae,nonexistent,untraced (number not known),UNTRACED,UNTRACED,Sahara region.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,234,1000317,Wallabia_bicolor,Swamp Wallaby,Diprotodontia,Macropodidae,holotype,untraced (number not known),UNTRACED,UNTRACED,no type locality given.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000755,Alouatta_arctoidea,Ursine Red Howler,Primates,Atelidae,nonexistent,lost (number not known),LOST,LOST,"Venezuela. Restricted by Cabrera in 1957 to the valley of Aragua, state of Aragua, near Caracas.",http://coldb.mnhn.fr/catalognumber/mnhn/zm/2007-1477,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000759,Alouatta_guariba,Brown Howler,Primates,Atelidae,nonexistent,lost (number not known),LOST,LOST,"Brazil. Restricted by Cabrera in 1957 to the Rio Paraguaçú, Bahia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001504,Aplodontia_rufa,Mountain Beaver,Rodentia,Aplodontiidae,nonexistent,lost (number not known),LOST,LOST,"""neighborhood of the Columbia river,"" Pacific Northwest, North America.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005896,Arctocephalus_australis,South American Fur Seal,Carnivora,Otariidae,holotype,lost (number not known),LOST,LOST,"""Wohnt um Juan Fernandez, und überhaupt in dortigen Meeren"" (= lives to Juan Fernández, and even in local areas).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005897,Arctocephalus_forsteri,New Zealand Fur Seal,Carnivora,Otariidae,nonexistent,lost (number not known),LOST,LOST,"no type locality given. Restricted by V. B. Scheffer in 1958 to ""Dusky Sound, New Zealand.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005900,Arctocephalus_philippii,Juan Fernandez Fur Seal,Carnivora,Otariidae,holotype,lost (number not known),LOST,LOST,"""Insel Juan Fernandez."" Restricted by V. B. Scheffer in 1958 to ""Isla Más a Tierra, Islas Juan Fernández, Chile.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005895,Arctocephalus_pusillus,Afro-Australian Fur Seal,Carnivora,Otariidae,nonexistent,lost (number not known),LOST,LOST,no type locality given.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006393,Balaena_mysticetus,Bowhead Whale,Artiodactyla,Balaenidae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Grœnlandico"" (= Greenland Sea).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006401,Balaenoptera_musculus,Blue Whale,Artiodactyla,Balaenopteridae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in mari Scotico"" (Scotland, United Kingdom).",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006403,Balaenoptera_physalus,Fin Whale,Artiodactyla,Balaenopteridae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Oceano Europæo."" Restricted by Thomas in 1911 to ""Norway, near Svalbard, Spitsbergen Sea.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006037,Bdeogale_crassicauda,Bushy-tailed Mongoose,Carnivora,Herpestidae,nonexistent,lost (number not known),LOST,LOST,"""Tette"", Mozambique.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000774,Brachyteles_arachnoides,Southern Muriqui,Primates,Atelidae,nonexistent,lost (number not known),LOST,LOST,Brazil. Restricted by C. Vieira in 1944 to Rio de Janeiro.,http://coldb.mnhn.fr/catalognumber/mnhn/zm/2007-1475,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1003742,Brachyuromys_ramirohitra,Large Short-tailed Rat,Rodentia,Nesomyidae,holotype,lost (number not known),LOST,LOST,"""Ampitambè forest, Betsimisaraka country (on the border of N.E. Betsileo), 6 hours S.E. of Fandriana.""",https://data.nhm.ac.uk/object/c2ae898f-794e-448d-b7cd-f4a9dc96e20f,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000416,Cabassous_tatouay,Greater Naked-tailed Armadillo,Cingulata,Chlamyphoridae,nonexistent,lost (number not known),LOST,LOST,"type locality not given. Identified by A. Cabrera in 1958 as ""27 de lat. sur. [= 27° S],"" Paraguay.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000862,Callicebus_personatus,Masked Titi,Primates,Pitheciidae,holotype,lost (number not known),LOST,LOST,holotype was lost in the early 19th century and the type locality is unknown. Restricted by P. Hershkovitz in 1990 to the lower Rio Doce Basin in the Brazilian state of Espírito Santo.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000782,Callithrix_jacchus,Common Marmoset,Primates,Callitrichidae,nonexistent,lost (number not known),LOST,LOST,"America. Restricted by O. Thomas in 1911 to Brazil, Pernambuco.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000784,Callithrix_penicillata,Black-tufted-ear Marmoset,Primates,Callitrichidae,holotype,lost (number not known),LOST,LOST,"Brazil. Restricted by O. Thomas in 1911 to Lamarão, near Salvador, Bahia.",http://coldb.mnhn.fr/catalognumber/mnhn/zm/2007-1513,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005903,Callorhinus_ursinus,Northern Fur Seal,Carnivora,Otariidae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Camschatcæ maritimis inter Asiam & Americam proximam, primario in insula Beringii."" Restricted by O. Thomas in 1911 to ""Bering Island.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1001538,Callosciurus_erythraeus,Pallas's Squirrel,Rodentia,Sciuridae,nonexistent,lost (number not known),LOST,LOST,"Original type locality not known. Restricted by J. L. Bonhote in 1901 to Assam, India, and further restricted by J. C. Moore and G. H. H. Tate in 1965 to the Garo Hills of Assam.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005944,Canis_lycaon,Eastern Wolf,Carnivora,Canidae,holotype,lost (number not known),LOST,LOST,"vicinity of Quebec, Quebec, Canada.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000915,Carlito_syrichta,Philippine Tarsier,Primates,Tarsiidae,syntypes,lost (number not known),LOST,LOST,"""Luzon.""",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006426,Cephalorhynchus_australis,Peale's Dolphin,Artiodactyla,Delphinidae,holotype,lost (number not known),LOST,LOST,"""South Atlantic Ocean, off the coast of Patagonia,"" Argentina.",,False,False
